Stage,LA Name,Seed Code,School Name,Organiser,Percentage Achieved expected level
"P1, P4 & P7 combined",Argyll & Bute,8303320,Luss Primary School,Numeracy,[c]
"P1, P4 & P7 combined",Argyll & Bute,8303924,Rhu Primary School,Listening and Talking,94-100%
"P1, P4 & P7 combined",Argyll & Bute,8303924,Rhu Primary School,Reading,94-100%
"P1, P4 & P7 combined",Argyll & Bute,8303924,Rhu Primary School,Writing,94-100%
"P1, P4 & P7 combined",Argyll & Bute,8303924,Rhu Primary School,Numeracy,94-100%
"P1, P4 & P7 combined",Argyll & Bute,8304025,Rosneath Primary School,Listening and Talking,75
"P1, P4 & P7 combined",Argyll & Bute,8304025,Rosneath Primary School,Reading,72.22222222
"P1, P4 & P7 combined",Argyll & Bute,8304025,Rosneath Primary School,Writing,72.22222222
"P1, P4 & P7 combined",Argyll & Bute,8304025,Rosneath Primary School,Numeracy,80.55555556
S3,Argyll & Bute,8304734,Hermitage Academy,Listening and Talking,91.12149533
S3,Argyll & Bute,8304734,Hermitage Academy,Reading,91.12149533
S3,Argyll & Bute,8304734,Hermitage Academy,Writing,92.05607477
S3,Argyll & Bute,8304734,Hermitage Academy,Numeracy,86.91588785
"P1, P4 & P7 combined",Clackmannanshire,1003020,Redwell primary school,Listening and Talking,93.47826087
"P1, P4 & P7 combined",Clackmannanshire,1003020,Redwell primary school,Reading,82.06521739
"P1, P4 & P7 combined",Clackmannanshire,1003020,Redwell primary school,Writing,76.63043478
"P1, P4 & P7 combined",Clackmannanshire,1003020,Redwell primary school,Numeracy,76.08695652
"P1, P4 & P7 combined",Clackmannanshire,5700523,Park Primary School,Listening and Talking,87.70491803
"P1, P4 & P7 combined",Clackmannanshire,5700523,Park Primary School,Reading,74.59016393
"P1, P4 & P7 combined",Clackmannanshire,5700523,Park Primary School,Writing,65.57377049
"P1, P4 & P7 combined",Clackmannanshire,5700523,Park Primary School,Numeracy,72.13114754
"P1, P4 & P7 combined",Clackmannanshire,5700728,Sunnyside Primary School,Listening and Talking,96.21212121
"P1, P4 & P7 combined",Clackmannanshire,5700728,Sunnyside Primary School,Reading,91.66666667
"P1, P4 & P7 combined",Clackmannanshire,5700728,Sunnyside Primary School,Writing,86.36363636
"P1, P4 & P7 combined",Clackmannanshire,5700728,Sunnyside Primary School,Numeracy,85.60606061
"P1, P4 & P7 combined",Clackmannanshire,5700825,Alva Primary School,Listening and Talking,68
"P1, P4 & P7 combined",Clackmannanshire,5700825,Alva Primary School,Reading,68
"P1, P4 & P7 combined",Clackmannanshire,5700825,Alva Primary School,Writing,59.2
"P1, P4 & P7 combined",Clackmannanshire,5700825,Alva Primary School,Numeracy,58.06451613
"P1, P4 & P7 combined",Clackmannanshire,5700922,Clackmannan Primary School,Listening and Talking,80.95238095
"P1, P4 & P7 combined",Clackmannanshire,5700922,Clackmannan Primary School,Reading,70.23809524
"P1, P4 & P7 combined",Clackmannanshire,5700922,Clackmannan Primary School,Writing,64.28571429
"P1, P4 & P7 combined",Clackmannanshire,5700922,Clackmannan Primary School,Numeracy,72.61904762
"P1, P4 & P7 combined",Clackmannanshire,5701023,Coalsnaughton Primary School,Listening and Talking,[c]
"P1, P4 & P7 combined",Clackmannanshire,5701023,Coalsnaughton Primary School,Reading,[c]
"P1, P4 & P7 combined",Clackmannanshire,5701023,Coalsnaughton Primary School,Writing,[c]
"P1, P4 & P7 combined",Clackmannanshire,5701023,Coalsnaughton Primary School,Numeracy,[c]
"P1, P4 & P7 combined",Clackmannanshire,5701120,Strathdevon Primary School,Listening and Talking,88.23529412
"P1, P4 & P7 combined",Clackmannanshire,5701120,Strathdevon Primary School,Reading,83.82352941
"P1, P4 & P7 combined",Clackmannanshire,5701120,Strathdevon Primary School,Writing,72.05882353
"P1, P4 & P7 combined",Clackmannanshire,5701120,Strathdevon Primary School,Numeracy,80.88235294
"P1, P4 & P7 combined",Clackmannanshire,5701228,Fishcross Primary School,Listening and Talking,83-100%
"P1, P4 & P7 combined",Clackmannanshire,5701228,Fishcross Primary School,Reading,82.75862069
"P1, P4 & P7 combined",Clackmannanshire,5701228,Fishcross Primary School,Writing,68.96551724
"P1, P4 & P7 combined",Clackmannanshire,5701228,Fishcross Primary School,Numeracy,82.75862069
"P1, P4 & P7 combined",Clackmannanshire,5701422,Menstrie Primary School,Listening and Talking,90.29850746
"P1, P4 & P7 combined",Clackmannanshire,5701422,Menstrie Primary School,Reading,74.62686567
"P1, P4 & P7 combined",Clackmannanshire,5701422,Menstrie Primary School,Writing,68.65671642
"P1, P4 & P7 combined",Clackmannanshire,5701422,Menstrie Primary School,Numeracy,71.64179104
"P1, P4 & P7 combined",Clackmannanshire,5701627,Craigbank Primary School,Listening and Talking,78.63247863
"P1, P4 & P7 combined",Clackmannanshire,5701627,Craigbank Primary School,Reading,70.08547009
"P1, P4 & P7 combined",Clackmannanshire,5701627,Craigbank Primary School,Writing,70.94017094
"P1, P4 & P7 combined",Clackmannanshire,5701627,Craigbank Primary School,Numeracy,77.77777778
"P1, P4 & P7 combined",Clackmannanshire,5701724,Deerpark Primary School,Listening and Talking,84.05797101
"P1, P4 & P7 combined",Clackmannanshire,5701724,Deerpark Primary School,Reading,60.86956522
"P1, P4 & P7 combined",Clackmannanshire,5701724,Deerpark Primary School,Writing,49.27536232
"P1, P4 & P7 combined",Clackmannanshire,5701724,Deerpark Primary School,Numeracy,69.56521739
"P1, P4 & P7 combined",Clackmannanshire,5701821,Tillicoultry Primary School,Listening and Talking,75
"P1, P4 & P7 combined",Clackmannanshire,5701821,Tillicoultry Primary School,Reading,55.35714286
"P1, P4 & P7 combined",Clackmannanshire,5701821,Tillicoultry Primary School,Writing,50.89285714
"P1, P4 & P7 combined",Clackmannanshire,5701821,Tillicoultry Primary School,Numeracy,59.82142857
"P1, P4 & P7 combined",Clackmannanshire,5701929,Abercromby Primary School,Listening and Talking,77.09923664
"P1, P4 & P7 combined",Clackmannanshire,5701929,Abercromby Primary School,Reading,70.22900763
"P1, P4 & P7 combined",Clackmannanshire,5701929,Abercromby Primary School,Writing,60.30534351
"P1, P4 & P7 combined",Clackmannanshire,5701929,Abercromby Primary School,Numeracy,64.1221374
"P1, P4 & P7 combined",Clackmannanshire,5702127,Banchory Primary School,Listening and Talking,72.85714286
"P1, P4 & P7 combined",Clackmannanshire,5702127,Banchory Primary School,Reading,77.14285714
"P1, P4 & P7 combined",Clackmannanshire,5702127,Banchory Primary School,Writing,54.28571429
"P1, P4 & P7 combined",Clackmannanshire,5702127,Banchory Primary School,Numeracy,68.57142857
"P1, P4 & P7 combined",Clackmannanshire,5702224,St Serf's Primary School,Listening and Talking,80
"P1, P4 & P7 combined",Clackmannanshire,5702224,St Serf's Primary School,Reading,62.35294118
"P1, P4 & P7 combined",Clackmannanshire,5702224,St Serf's Primary School,Writing,60
"P1, P4 & P7 combined",Clackmannanshire,5702224,St Serf's Primary School,Numeracy,61.17647059
"P1, P4 & P7 combined",Clackmannanshire,5702321,St Bernadette's RC Primary,Listening and Talking,88-100%
"P1, P4 & P7 combined",Clackmannanshire,5702321,St Bernadette's RC Primary,Reading,83.72093023
"P1, P4 & P7 combined",Clackmannanshire,5702321,St Bernadette's RC Primary,Writing,72.09302326
"P1, P4 & P7 combined",Clackmannanshire,5702321,St Bernadette's RC Primary,Numeracy,72.09302326
S3,Clackmannanshire,5702534,Alloa Academy,Listening and Talking,84.66666667
S3,Clackmannanshire,5702534,Alloa Academy,Reading,85.33333333
S3,Clackmannanshire,5702534,Alloa Academy,Writing,82
S3,Clackmannanshire,5702534,Alloa Academy,Numeracy,78
S3,Clackmannanshire,5702631,Lornshill Academy,Listening and Talking,91.03773585
S3,Clackmannanshire,5702631,Lornshill Academy,Reading,88.67924528
S3,Clackmannanshire,5702631,Lornshill Academy,Writing,86.32075472
S3,Clackmannanshire,5702631,Lornshill Academy,Numeracy,79.24528302
S3,Clackmannanshire,5702836,Alva Academy,Listening and Talking,95.93023256
S3,Clackmannanshire,5702836,Alva Academy,Reading,96.51162791
S3,Clackmannanshire,5702836,Alva Academy,Writing,95.93023256
S3,Clackmannanshire,5702836,Alva Academy,Numeracy,91.90751445
"P1, P4 & P7 combined",Clackmannanshire,5703824,St Mungo's Primary School,Listening and Talking,81.03448276
"P1, P4 & P7 combined",Clackmannanshire,5703824,St Mungo's Primary School,Reading,74.13793103
"P1, P4 & P7 combined",Clackmannanshire,5703824,St Mungo's Primary School,Writing,72.4137931
"P1, P4 & P7 combined",Clackmannanshire,5703824,St Mungo's Primary School,Numeracy,84.48275862
"P1, P4 & P7 combined",Clackmannanshire,5718023,Muckhart Primary School,Listening and Talking,[c]
"P1, P4 & P7 combined",Clackmannanshire,5718023,Muckhart Primary School,Reading,[c]
"P1, P4 & P7 combined",Clackmannanshire,5718023,Muckhart Primary School,Writing,[c]
"P1, P4 & P7 combined",Clackmannanshire,5718023,Muckhart Primary School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,1004344,Dalry Primary School,Listening and Talking,81-100%
"P1, P4 & P7 combined",Dumfries & Galloway,1004344,Dalry Primary School,Reading,74.07407407
"P1, P4 & P7 combined",Dumfries & Galloway,1004344,Dalry Primary School,Writing,74.07407407
"P1, P4 & P7 combined",Dumfries & Galloway,1004344,Dalry Primary School,Numeracy,81.48148148
"P1, P4 & P7 combined",Dumfries & Galloway,1004620,North West Community Campus,Listening and Talking,77.77777778
S3,Dumfries & Galloway,1004620,North West Community Campus,Listening and Talking,87.14285714
"P1, P4 & P7 combined",Dumfries & Galloway,1004620,North West Community Campus,Reading,61.98830409
S3,Dumfries & Galloway,1004620,North West Community Campus,Reading,84.28571429
"P1, P4 & P7 combined",Dumfries & Galloway,1004620,North West Community Campus,Writing,43.2748538
S3,Dumfries & Galloway,1004620,North West Community Campus,Writing,68.57142857
"P1, P4 & P7 combined",Dumfries & Galloway,1004620,North West Community Campus,Numeracy,49.12280702
S3,Dumfries & Galloway,1004620,North West Community Campus,Numeracy,91.66666667
"P1, P4 & P7 combined",Dumfries & Galloway,5900026,Heathhall Primary School,Listening and Talking,86.30136986
"P1, P4 & P7 combined",Dumfries & Galloway,5900026,Heathhall Primary School,Reading,80.1369863
"P1, P4 & P7 combined",Dumfries & Galloway,5900026,Heathhall Primary School,Writing,71.91780822
"P1, P4 & P7 combined",Dumfries & Galloway,5900026,Heathhall Primary School,Numeracy,82.87671233
"P1, P4 & P7 combined",Dumfries & Galloway,5900123,Castle Kennedy School,Listening and Talking,76-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5900123,Castle Kennedy School,Reading,76-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5900123,Castle Kennedy School,Writing,76-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5900123,Castle Kennedy School,Numeracy,76-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5900328,Drummore School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5900328,Drummore School,Reading,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5900328,Drummore School,Writing,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5900328,Drummore School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5900425,Garlieston School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5900425,Garlieston School,Reading,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5900425,Garlieston School,Writing,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5900425,Garlieston School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5900522,Glenluce School,Listening and Talking,80.76923077
"P1, P4 & P7 combined",Dumfries & Galloway,5900522,Glenluce School,Reading,80.76923077
"P1, P4 & P7 combined",Dumfries & Galloway,5900522,Glenluce School,Writing,76.92307692
"P1, P4 & P7 combined",Dumfries & Galloway,5900522,Glenluce School,Numeracy,80.76923077
"P1, P4 & P7 combined",Dumfries & Galloway,5900824,Kirkcolm School,Listening and Talking,78-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5900824,Kirkcolm School,Reading,78.26086957
"P1, P4 & P7 combined",Dumfries & Galloway,5900824,Kirkcolm School,Writing,73.91304348
"P1, P4 & P7 combined",Dumfries & Galloway,5900824,Kirkcolm School,Numeracy,78-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5900921,Kirkcowan School,Listening and Talking,76-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5900921,Kirkcowan School,Reading,71.42857143
"P1, P4 & P7 combined",Dumfries & Galloway,5900921,Kirkcowan School,Writing,76.19047619
"P1, P4 & P7 combined",Dumfries & Galloway,5900921,Kirkcowan School,Numeracy,71.42857143
"P1, P4 & P7 combined",Dumfries & Galloway,5901022,Kirkinner School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5901022,Kirkinner School,Reading,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5901022,Kirkinner School,Writing,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5901022,Kirkinner School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5901227,Leswalt School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5901227,Leswalt School,Reading,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5901227,Leswalt School,Writing,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5901227,Leswalt School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5901529,Penninghame School,Listening and Talking,80.76923077
"P1, P4 & P7 combined",Dumfries & Galloway,5901529,Penninghame School,Reading,74.03846154
"P1, P4 & P7 combined",Dumfries & Galloway,5901529,Penninghame School,Writing,72.11538462
"P1, P4 & P7 combined",Dumfries & Galloway,5901529,Penninghame School,Numeracy,74.03846154
"P1, P4 & P7 combined",Dumfries & Galloway,5901626,St Ninian's RC School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5901626,St Ninian's RC School,Reading,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5901626,St Ninian's RC School,Writing,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5901626,St Ninian's RC School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5901723,Portpatrick School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5901723,Portpatrick School,Reading,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5901723,Portpatrick School,Writing,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5901723,Portpatrick School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5901820,Port William School,Listening and Talking,64
"P1, P4 & P7 combined",Dumfries & Galloway,5901820,Port William School,Reading,68
"P1, P4 & P7 combined",Dumfries & Galloway,5901820,Port William School,Writing,68
"P1, P4 & P7 combined",Dumfries & Galloway,5901820,Port William School,Numeracy,68
"P1, P4 & P7 combined",Dumfries & Galloway,5901928,Sandhead School,Listening and Talking,85-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5901928,Sandhead School,Reading,85-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5901928,Sandhead School,Writing,85.29411765
"P1, P4 & P7 combined",Dumfries & Galloway,5901928,Sandhead School,Numeracy,82.35294118
"P1, P4 & P7 combined",Dumfries & Galloway,5902223,Park School,Listening and Talking,77.57009346
"P1, P4 & P7 combined",Dumfries & Galloway,5902223,Park School,Reading,67.28971963
"P1, P4 & P7 combined",Dumfries & Galloway,5902223,Park School,Writing,62.61682243
"P1, P4 & P7 combined",Dumfries & Galloway,5902223,Park School,Numeracy,65.42056075
"P1, P4 & P7 combined",Dumfries & Galloway,5902320,Rephad School,Listening and Talking,86.58536585
"P1, P4 & P7 combined",Dumfries & Galloway,5902320,Rephad School,Reading,82.92682927
"P1, P4 & P7 combined",Dumfries & Galloway,5902320,Rephad School,Writing,76.82926829
"P1, P4 & P7 combined",Dumfries & Galloway,5902320,Rephad School,Numeracy,80.48780488
"P1, P4 & P7 combined",Dumfries & Galloway,5902428,St Joseph's RC School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5902428,St Joseph's RC School,Reading,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5902428,St Joseph's RC School,Writing,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5902428,St Joseph's RC School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5902525,Sheuchan School,Listening and Talking,93-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5902525,Sheuchan School,Reading,85.13513514
"P1, P4 & P7 combined",Dumfries & Galloway,5902525,Sheuchan School,Writing,85.13513514
"P1, P4 & P7 combined",Dumfries & Galloway,5902525,Sheuchan School,Numeracy,81.08108108
"P1, P4 & P7 combined",Dumfries & Galloway,5902622,Wigtown Primary School,Listening and Talking,90-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5902622,Wigtown Primary School,Reading,83.67346939
"P1, P4 & P7 combined",Dumfries & Galloway,5902622,Wigtown Primary School,Writing,75.51020408
"P1, P4 & P7 combined",Dumfries & Galloway,5902622,Wigtown Primary School,Numeracy,81.63265306
S3,Dumfries & Galloway,5902932,Douglas Ewart High School,Listening and Talking,94.64285714
S3,Dumfries & Galloway,5902932,Douglas Ewart High School,Reading,94.64285714
S3,Dumfries & Galloway,5902932,Douglas Ewart High School,Writing,94.64285714
S3,Dumfries & Galloway,5902932,Douglas Ewart High School,Numeracy,96-100%
S3,Dumfries & Galloway,5903130,Stranraer Academy,Listening and Talking,95.87628866
S3,Dumfries & Galloway,5903130,Stranraer Academy,Reading,92.78350515
S3,Dumfries & Galloway,5903130,Stranraer Academy,Writing,90.20618557
S3,Dumfries & Galloway,5903130,Stranraer Academy,Numeracy,84.02061856
"P1, P4 & P7 combined",Dumfries & Galloway,5903629,Whithorn School,Listening and Talking,86-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5903629,Whithorn School,Reading,82.85714286
"P1, P4 & P7 combined",Dumfries & Galloway,5903629,Whithorn School,Writing,51.42857143
"P1, P4 & P7 combined",Dumfries & Galloway,5903629,Whithorn School,Numeracy,82.85714286
"P1, P4 & P7 combined",Dumfries & Galloway,5910021,Creetown School,Listening and Talking,80
"P1, P4 & P7 combined",Dumfries & Galloway,5910021,Creetown School,Reading,83.33333333
"P1, P4 & P7 combined",Dumfries & Galloway,5910021,Creetown School,Writing,76.66666667
"P1, P4 & P7 combined",Dumfries & Galloway,5910021,Creetown School,Numeracy,70
"P1, P4 & P7 combined",Dumfries & Galloway,5910226,Minnigaff School,Listening and Talking,77.14285714
"P1, P4 & P7 combined",Dumfries & Galloway,5910226,Minnigaff School,Reading,80
"P1, P4 & P7 combined",Dumfries & Galloway,5910226,Minnigaff School,Writing,77.14285714
"P1, P4 & P7 combined",Dumfries & Galloway,5910226,Minnigaff School,Numeracy,77.14285714
"P1, P4 & P7 combined",Dumfries & Galloway,5910323,Belmont School,Listening and Talking,91.22807018
"P1, P4 & P7 combined",Dumfries & Galloway,5910323,Belmont School,Reading,82.45614035
"P1, P4 & P7 combined",Dumfries & Galloway,5910323,Belmont School,Writing,83.33333333
"P1, P4 & P7 combined",Dumfries & Galloway,5910323,Belmont School,Numeracy,86.84210526
"P1, P4 & P7 combined",Dumfries & Galloway,5910420,Kirkcudbright Primary School,Listening and Talking,87.5
"P1, P4 & P7 combined",Dumfries & Galloway,5910420,Kirkcudbright Primary School,Reading,79.16666667
"P1, P4 & P7 combined",Dumfries & Galloway,5910420,Kirkcudbright Primary School,Writing,77.5
"P1, P4 & P7 combined",Dumfries & Galloway,5910420,Kirkcudbright Primary School,Numeracy,77.5
"P1, P4 & P7 combined",Dumfries & Galloway,5915023,Auchencairn School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5915023,Auchencairn School,Reading,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5915023,Auchencairn School,Writing,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5915023,Auchencairn School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5915228,Borgue School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5915228,Borgue School,Reading,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5915228,Borgue School,Writing,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5915228,Borgue School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5915422,Castle Douglas Primary School,Listening and Talking,67.83216783
"P1, P4 & P7 combined",Dumfries & Galloway,5915422,Castle Douglas Primary School,Reading,58.04195804
"P1, P4 & P7 combined",Dumfries & Galloway,5915422,Castle Douglas Primary School,Writing,51.04895105
"P1, P4 & P7 combined",Dumfries & Galloway,5915422,Castle Douglas Primary School,Numeracy,55.94405594
"P1, P4 & P7 combined",Dumfries & Galloway,5915724,Colvend School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5915724,Colvend School,Reading,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5915724,Colvend School,Writing,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5915724,Colvend School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5915929,Crossmichael School,Listening and Talking,58.06451613
"P1, P4 & P7 combined",Dumfries & Galloway,5915929,Crossmichael School,Reading,54.83870968
"P1, P4 & P7 combined",Dumfries & Galloway,5915929,Crossmichael School,Writing,54.83870968
"P1, P4 & P7 combined",Dumfries & Galloway,5915929,Crossmichael School,Numeracy,51.61290323
"P1, P4 & P7 combined",Dumfries & Galloway,5916127,Dalbeattie Primary School,Listening and Talking,70
"P1, P4 & P7 combined",Dumfries & Galloway,5916127,Dalbeattie Primary School,Reading,54.16666667
"P1, P4 & P7 combined",Dumfries & Galloway,5916127,Dalbeattie Primary School,Writing,50.83333333
"P1, P4 & P7 combined",Dumfries & Galloway,5916127,Dalbeattie Primary School,Numeracy,62.5
"P1, P4 & P7 combined",Dumfries & Galloway,5916429,Gelston School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5916429,Gelston School,Reading,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5916429,Gelston School,Writing,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5916429,Gelston School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5916623,Hardgate School,Listening and Talking,82.14285714
"P1, P4 & P7 combined",Dumfries & Galloway,5916623,Hardgate School,Reading,78.57142857
"P1, P4 & P7 combined",Dumfries & Galloway,5916623,Hardgate School,Writing,64.28571429
"P1, P4 & P7 combined",Dumfries & Galloway,5916623,Hardgate School,Numeracy,64.28571429
"P1, P4 & P7 combined",Dumfries & Galloway,5916720,Kells School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5916720,Kells School,Reading,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5916720,Kells School,Writing,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5916720,Kells School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5917123,Kirkgunzeon School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5917123,Kirkgunzeon School,Reading,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5917123,Kirkgunzeon School,Writing,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5917123,Kirkgunzeon School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5917328,Lochrutton School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5917328,Lochrutton School,Reading,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5917328,Lochrutton School,Writing,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5917328,Lochrutton School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5917425,Palnackie School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5917425,Palnackie School,Reading,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5917425,Palnackie School,Writing,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5917425,Palnackie School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5917824,Springholm School,Listening and Talking,82-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5917824,Springholm School,Reading,75
"P1, P4 & P7 combined",Dumfries & Galloway,5917824,Springholm School,Writing,82.14285714
"P1, P4 & P7 combined",Dumfries & Galloway,5917824,Springholm School,Numeracy,71.42857143
"P1, P4 & P7 combined",Dumfries & Galloway,5917921,Twynholm School,Listening and Talking,83-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5917921,Twynholm School,Reading,83-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5917921,Twynholm School,Writing,83-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5917921,Twynholm School,Numeracy,83.33333333
S3,Dumfries & Galloway,5918030,Castle Douglas High School,Listening and Talking,72.94117647
S3,Dumfries & Galloway,5918030,Castle Douglas High School,Reading,75.29411765
S3,Dumfries & Galloway,5918030,Castle Douglas High School,Writing,68.23529412
S3,Dumfries & Galloway,5918030,Castle Douglas High School,Numeracy,94-100%
S3,Dumfries & Galloway,5918138,Dalbeattie High School,Listening and Talking,91.66666667
S3,Dumfries & Galloway,5918138,Dalbeattie High School,Reading,93.05555556
S3,Dumfries & Galloway,5918138,Dalbeattie High School,Writing,90.27777778
S3,Dumfries & Galloway,5918138,Dalbeattie High School,Numeracy,93-100%
S3,Dumfries & Galloway,5918332,Dalry Secondary School,Listening and Talking,[c]
S3,Dumfries & Galloway,5918332,Dalry Secondary School,Reading,[c]
S3,Dumfries & Galloway,5918332,Dalry Secondary School,Writing,[c]
S3,Dumfries & Galloway,5918332,Dalry Secondary School,Numeracy,[c]
S3,Dumfries & Galloway,5918731,Kirkcudbright Academy,Listening and Talking,94.11764706
S3,Dumfries & Galloway,5918731,Kirkcudbright Academy,Reading,92.94117647
S3,Dumfries & Galloway,5918731,Kirkcudbright Academy,Writing,88.23529412
S3,Dumfries & Galloway,5918731,Kirkcudbright Academy,Numeracy,94-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5918928,Gatehouse School,Listening and Talking,85-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5918928,Gatehouse School,Reading,85-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5918928,Gatehouse School,Writing,85-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5918928,Gatehouse School,Numeracy,85-100%
"P1, P4 & P7 combined",Dumfries & Galloway,5930227,Kirkbean School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5930227,Kirkbean School,Reading,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5930227,Kirkbean School,Writing,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5930227,Kirkbean School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5930324,New Abbey School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5930324,New Abbey School,Reading,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5930324,New Abbey School,Writing,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5930324,New Abbey School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5930421,Shawhead School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5930421,Shawhead School,Reading,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5930421,Shawhead School,Writing,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5930421,Shawhead School,Numeracy,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5935121,Ae School,Listening and Talking,[c]
"P1, P4 & P7 combined",Dumfries & Galloway,5935121,Ae School,Reading,[c]
