Stage,LA Name,Seed Code,School Name,Organiser,Percentage Achieved expected level
"P1, P4 & P7 combined",Aberdeen City,1002929,Brimmond School,Listening and Talking,87.01298701
"P1, P4 & P7 combined",Aberdeen City,1002929,Brimmond School,Reading,67.53246753
"P1, P4 & P7 combined",Aberdeen City,1002929,Brimmond School,Writing,55.84415584
"P1, P4 & P7 combined",Aberdeen City,1002929,Brimmond School,Numeracy,63.63636364
S3,Aberdeen City,1004166,Lochside Academy,Listening and Talking,57.60368664
S3,Aberdeen City,1004166,Lochside Academy,Reading,60.82949309
S3,Aberdeen City,1004166,Lochside Academy,Writing,58.06451613
S3,Aberdeen City,1004166,Lochside Academy,Numeracy,82.94930876
"P1, P4 & P7 combined",Aberdeen City,1004247,Countesswells School,Listening and Talking,64.1025641
"P1, P4 & P7 combined",Aberdeen City,1004247,Countesswells School,Reading,66.66666667
"P1, P4 & P7 combined",Aberdeen City,1004247,Countesswells School,Writing,53.84615385
"P1, P4 & P7 combined",Aberdeen City,1004247,Countesswells School,Numeracy,56.41025641
"P1, P4 & P7 combined",Aberdeen City,5230420,Riverbank School,Listening and Talking,88.23529412
"P1, P4 & P7 combined",Aberdeen City,5230420,Riverbank School,Reading,70.58823529
"P1, P4 & P7 combined",Aberdeen City,5230420,Riverbank School,Writing,63.97058824
"P1, P4 & P7 combined",Aberdeen City,5230420,Riverbank School,Numeracy,67.64705882
"P1, P4 & P7 combined",Aberdeen City,5230624,Westpark School,Listening and Talking,91
"P1, P4 & P7 combined",Aberdeen City,5230624,Westpark School,Reading,85
"P1, P4 & P7 combined",Aberdeen City,5230624,Westpark School,Writing,73
"P1, P4 & P7 combined",Aberdeen City,5230624,Westpark School,Numeracy,73
"P1, P4 & P7 combined",Aberdeen City,5230829,Heathryburn School,Listening and Talking,70.71428571
"P1, P4 & P7 combined",Aberdeen City,5230829,Heathryburn School,Reading,70
"P1, P4 & P7 combined",Aberdeen City,5230829,Heathryburn School,Writing,65
"P1, P4 & P7 combined",Aberdeen City,5230829,Heathryburn School,Numeracy,70
"P1, P4 & P7 combined",Aberdeen City,5234026,Braehead School,Listening and Talking,89.51612903
"P1, P4 & P7 combined",Aberdeen City,5234026,Braehead School,Reading,88.70967742
"P1, P4 & P7 combined",Aberdeen City,5234026,Braehead School,Writing,82.25806452
"P1, P4 & P7 combined",Aberdeen City,5234026,Braehead School,Numeracy,80.64516129
S3,Aberdeen City,5234034,Bucksburn Academy,Listening and Talking,87.87878788
S3,Aberdeen City,5234034,Bucksburn Academy,Reading,87.87878788
S3,Aberdeen City,5234034,Bucksburn Academy,Writing,87.87878788
S3,Aberdeen City,5234034,Bucksburn Academy,Numeracy,84.24242424
"P1, P4 & P7 combined",Aberdeen City,5234123,Scotstown School,Listening and Talking,91.78082192
"P1, P4 & P7 combined",Aberdeen City,5234123,Scotstown School,Reading,84.93150685
"P1, P4 & P7 combined",Aberdeen City,5234123,Scotstown School,Writing,76.71232877
"P1, P4 & P7 combined",Aberdeen City,5234123,Scotstown School,Numeracy,79.45205479
"P1, P4 & P7 combined",Aberdeen City,5234522,Culter School,Listening and Talking,94.4
"P1, P4 & P7 combined",Aberdeen City,5234522,Culter School,Reading,92.8
"P1, P4 & P7 combined",Aberdeen City,5234522,Culter School,Writing,87.2
"P1, P4 & P7 combined",Aberdeen City,5234522,Culter School,Numeracy,88
"P1, P4 & P7 combined",Aberdeen City,5234727,Cults Primary School,Listening and Talking,96.35036496
"P1, P4 & P7 combined",Aberdeen City,5234727,Cults Primary School,Reading,91.60583942
"P1, P4 & P7 combined",Aberdeen City,5234727,Cults Primary School,Writing,89.7810219
"P1, P4 & P7 combined",Aberdeen City,5234727,Cults Primary School,Numeracy,92.70072993
"P1, P4 & P7 combined",Aberdeen City,5234921,Dyce Primary School,Listening and Talking,94.44444444
"P1, P4 & P7 combined",Aberdeen City,5234921,Dyce Primary School,Reading,87.37373737
"P1, P4 & P7 combined",Aberdeen City,5234921,Dyce Primary School,Writing,81.81818182
"P1, P4 & P7 combined",Aberdeen City,5234921,Dyce Primary School,Numeracy,88.88888889
"P1, P4 & P7 combined",Aberdeen City,5235227,Kingswells Primary School,Listening and Talking,91.35135135
"P1, P4 & P7 combined",Aberdeen City,5235227,Kingswells Primary School,Reading,88.10810811
"P1, P4 & P7 combined",Aberdeen City,5235227,Kingswells Primary School,Writing,83.24324324
"P1, P4 & P7 combined",Aberdeen City,5235227,Kingswells Primary School,Numeracy,89.72972973
"P1, P4 & P7 combined",Aberdeen City,5235324,Milltimber School,Listening and Talking,95.83333333
"P1, P4 & P7 combined",Aberdeen City,5235324,Milltimber School,Reading,82.5
"P1, P4 & P7 combined",Aberdeen City,5235324,Milltimber School,Writing,86.66666667
"P1, P4 & P7 combined",Aberdeen City,5235324,Milltimber School,Numeracy,85.83333333
"P1, P4 & P7 combined",Aberdeen City,5235421,Stoneywood School,Listening and Talking,74.65753425
"P1, P4 & P7 combined",Aberdeen City,5235421,Stoneywood School,Reading,66.43835616
"P1, P4 & P7 combined",Aberdeen City,5235421,Stoneywood School,Writing,67.80821918
"P1, P4 & P7 combined",Aberdeen City,5235421,Stoneywood School,Numeracy,76.02739726
"P1, P4 & P7 combined",Aberdeen City,5235529,Glashieburn School,Listening and Talking,89.01098901
"P1, P4 & P7 combined",Aberdeen City,5235529,Glashieburn School,Reading,71.42857143
"P1, P4 & P7 combined",Aberdeen City,5235529,Glashieburn School,Writing,67.03296703
"P1, P4 & P7 combined",Aberdeen City,5235529,Glashieburn School,Numeracy,76.92307692
S3,Aberdeen City,5235634,Bridge Of Don Academy,Listening and Talking,91.33333333
S3,Aberdeen City,5235634,Bridge Of Don Academy,Reading,90.66666667
S3,Aberdeen City,5235634,Bridge Of Don Academy,Writing,88.66666667
S3,Aberdeen City,5235634,Bridge Of Don Academy,Numeracy,93.33333333
S3,Aberdeen City,5235839,Cults Academy,Listening and Talking,92.78846154
S3,Aberdeen City,5235839,Cults Academy,Reading,91.34615385
S3,Aberdeen City,5235839,Cults Academy,Writing,87.98076923
S3,Aberdeen City,5235839,Cults Academy,Numeracy,98-100%
"P1, P4 & P7 combined",Aberdeen City,5235928,Middleton Park School,Listening and Talking,91.01123596
"P1, P4 & P7 combined",Aberdeen City,5235928,Middleton Park School,Reading,84.26966292
"P1, P4 & P7 combined",Aberdeen City,5235928,Middleton Park School,Writing,84.26966292
"P1, P4 & P7 combined",Aberdeen City,5235928,Middleton Park School,Numeracy,83.14606742
"P1, P4 & P7 combined",Aberdeen City,5237521,Abbotswell School,Listening and Talking,88.42105263
"P1, P4 & P7 combined",Aberdeen City,5237521,Abbotswell School,Reading,70.52631579
"P1, P4 & P7 combined",Aberdeen City,5237521,Abbotswell School,Writing,67.36842105
"P1, P4 & P7 combined",Aberdeen City,5237521,Abbotswell School,Numeracy,71.57894737
"P1, P4 & P7 combined",Aberdeen City,5237629,Airyhall School,Listening and Talking,94.64285714
"P1, P4 & P7 combined",Aberdeen City,5237629,Airyhall School,Reading,88.69047619
"P1, P4 & P7 combined",Aberdeen City,5237629,Airyhall School,Writing,87.5
"P1, P4 & P7 combined",Aberdeen City,5237629,Airyhall School,Numeracy,91.07142857
"P1, P4 & P7 combined",Aberdeen City,5237823,Ashley Road School,Listening and Talking,97.47474747
"P1, P4 & P7 combined",Aberdeen City,5237823,Ashley Road School,Reading,89.39393939
"P1, P4 & P7 combined",Aberdeen City,5237823,Ashley Road School,Writing,84.34343434
"P1, P4 & P7 combined",Aberdeen City,5237823,Ashley Road School,Numeracy,91.41414141
"P1, P4 & P7 combined",Aberdeen City,5238129,Bramble Brae School,Listening and Talking,66.66666667
"P1, P4 & P7 combined",Aberdeen City,5238129,Bramble Brae School,Reading,55.55555556
"P1, P4 & P7 combined",Aberdeen City,5238129,Bramble Brae School,Writing,36.50793651
"P1, P4 & P7 combined",Aberdeen City,5238129,Bramble Brae School,Numeracy,46.03174603
"P1, P4 & P7 combined",Aberdeen City,5238226,Broomhill School,Listening and Talking,89.41176471
"P1, P4 & P7 combined",Aberdeen City,5238226,Broomhill School,Reading,88.23529412
"P1, P4 & P7 combined",Aberdeen City,5238226,Broomhill School,Writing,80.58823529
"P1, P4 & P7 combined",Aberdeen City,5238226,Broomhill School,Numeracy,85.88235294
"P1, P4 & P7 combined",Aberdeen City,5238625,Cornhill School,Listening and Talking,85.79881657
"P1, P4 & P7 combined",Aberdeen City,5238625,Cornhill School,Reading,72.78106509
"P1, P4 & P7 combined",Aberdeen City,5238625,Cornhill School,Writing,67.4556213
"P1, P4 & P7 combined",Aberdeen City,5238625,Cornhill School,Numeracy,78.69822485
"P1, P4 & P7 combined",Aberdeen City,5239427,Fernielea School,Listening and Talking,84.61538462
"P1, P4 & P7 combined",Aberdeen City,5239427,Fernielea School,Reading,69.23076923
"P1, P4 & P7 combined",Aberdeen City,5239427,Fernielea School,Writing,67.03296703
"P1, P4 & P7 combined",Aberdeen City,5239427,Fernielea School,Numeracy,71.42857143
"P1, P4 & P7 combined",Aberdeen City,5239524,Ferryhill School,Listening and Talking,94.70588235
"P1, P4 & P7 combined",Aberdeen City,5239524,Ferryhill School,Reading,84.11764706
"P1, P4 & P7 combined",Aberdeen City,5239524,Ferryhill School,Writing,77.5147929
"P1, P4 & P7 combined",Aberdeen City,5239524,Ferryhill School,Numeracy,81.17647059
"P1, P4 & P7 combined",Aberdeen City,5239729,Hanover Street School,Listening and Talking,85.14851485
"P1, P4 & P7 combined",Aberdeen City,5239729,Hanover Street School,Reading,75.24752475
"P1, P4 & P7 combined",Aberdeen City,5239729,Hanover Street School,Writing,68.31683168
"P1, P4 & P7 combined",Aberdeen City,5239729,Hanover Street School,Numeracy,80.1980198
"P1, P4 & P7 combined",Aberdeen City,5239826,Hazlehead Primary School,Listening and Talking,92.24806202
"P1, P4 & P7 combined",Aberdeen City,5239826,Hazlehead Primary School,Reading,75.19379845
"P1, P4 & P7 combined",Aberdeen City,5239826,Hazlehead Primary School,Writing,71.31782946
"P1, P4 & P7 combined",Aberdeen City,5239826,Hazlehead Primary School,Numeracy,81.39534884
"P1, P4 & P7 combined",Aberdeen City,5239923,Holy Family RC School,Listening and Talking,87.5
"P1, P4 & P7 combined",Aberdeen City,5239923,Holy Family RC School,Reading,83.92857143
"P1, P4 & P7 combined",Aberdeen City,5239923,Holy Family RC School,Writing,78.57142857
"P1, P4 & P7 combined",Aberdeen City,5239923,Holy Family RC School,Numeracy,85.71428571
"P1, P4 & P7 combined",Aberdeen City,5240026,Mile End School,Listening and Talking,77.37556561
"P1, P4 & P7 combined",Aberdeen City,5240026,Mile End School,Reading,76.01809955
"P1, P4 & P7 combined",Aberdeen City,5240026,Mile End School,Writing,71.04072398
"P1, P4 & P7 combined",Aberdeen City,5240026,Mile End School,Numeracy,74.66063348
"P1, P4 & P7 combined",Aberdeen City,5240425,Kittybrewster School,Listening and Talking,76.51515152
"P1, P4 & P7 combined",Aberdeen City,5240425,Kittybrewster School,Reading,56.81818182
"P1, P4 & P7 combined",Aberdeen City,5240425,Kittybrewster School,Writing,50.75757576
"P1, P4 & P7 combined",Aberdeen City,5240425,Kittybrewster School,Numeracy,61.36363636
"P1, P4 & P7 combined",Aberdeen City,5240522,Kirkhill School,Listening and Talking,76.06837607
"P1, P4 & P7 combined",Aberdeen City,5240522,Kirkhill School,Reading,67.52136752
"P1, P4 & P7 combined",Aberdeen City,5240522,Kirkhill School,Writing,59.82905983
"P1, P4 & P7 combined",Aberdeen City,5240522,Kirkhill School,Numeracy,61.53846154
"P1, P4 & P7 combined",Aberdeen City,5241022,Muirfield School,Listening and Talking,51.61290323
"P1, P4 & P7 combined",Aberdeen City,5241022,Muirfield School,Reading,59.67741935
"P1, P4 & P7 combined",Aberdeen City,5241022,Muirfield School,Writing,64.51612903
"P1, P4 & P7 combined",Aberdeen City,5241022,Muirfield School,Numeracy,56.4516129
"P1, P4 & P7 combined",Aberdeen City,5241227,Quarryhill School,Listening and Talking,78.5046729
"P1, P4 & P7 combined",Aberdeen City,5241227,Quarryhill School,Reading,58.87850467
"P1, P4 & P7 combined",Aberdeen City,5241227,Quarryhill School,Writing,57.00934579
"P1, P4 & P7 combined",Aberdeen City,5241227,Quarryhill School,Numeracy,60.74766355
"P1, P4 & P7 combined",Aberdeen City,5241421,Skene Square School,Listening and Talking,84.97109827
"P1, P4 & P7 combined",Aberdeen City,5241421,Skene Square School,Reading,78.61271676
"P1, P4 & P7 combined",Aberdeen City,5241421,Skene Square School,Writing,71.67630058
"P1, P4 & P7 combined",Aberdeen City,5241421,Skene Square School,Numeracy,79.76878613
"P1, P4 & P7 combined",Aberdeen City,5241529,Seaton School,Listening and Talking,92.06349206
"P1, P4 & P7 combined",Aberdeen City,5241529,Seaton School,Reading,82.53968254
"P1, P4 & P7 combined",Aberdeen City,5241529,Seaton School,Writing,82.53968254
"P1, P4 & P7 combined",Aberdeen City,5241529,Seaton School,Numeracy,84.12698413
"P1, P4 & P7 combined",Aberdeen City,5241626,Gilcomstoun School,Listening and Talking,79.09090909
"P1, P4 & P7 combined",Aberdeen City,5241626,Gilcomstoun School,Reading,74.54545455
"P1, P4 & P7 combined",Aberdeen City,5241626,Gilcomstoun School,Writing,70.90909091
"P1, P4 & P7 combined",Aberdeen City,5241626,Gilcomstoun School,Numeracy,71.30434783
"P1, P4 & P7 combined",Aberdeen City,5241723,Manor Park School,Listening and Talking,74.33628319
"P1, P4 & P7 combined",Aberdeen City,5241723,Manor Park School,Reading,65.48672566
"P1, P4 & P7 combined",Aberdeen City,5241723,Manor Park School,Writing,61.94690265
"P1, P4 & P7 combined",Aberdeen City,5241723,Manor Park School,Numeracy,66.37168142
"P1, P4 & P7 combined",Aberdeen City,5241820,Kingsford School,Listening and Talking,76.42857143
"P1, P4 & P7 combined",Aberdeen City,5241820,Kingsford School,Reading,70
"P1, P4 & P7 combined",Aberdeen City,5241820,Kingsford School,Writing,66.42857143
"P1, P4 & P7 combined",Aberdeen City,5241820,Kingsford School,Numeracy,75
"P1, P4 & P7 combined",Aberdeen City,5241928,St Joseph's RC School,Listening and Talking,91.44736842
"P1, P4 & P7 combined",Aberdeen City,5241928,St Joseph's RC School,Reading,86.18421053
"P1, P4 & P7 combined",Aberdeen City,5241928,St Joseph's RC School,Writing,83.55263158
"P1, P4 & P7 combined",Aberdeen City,5241928,St Joseph's RC School,Numeracy,84.21052632
"P1, P4 & P7 combined",Aberdeen City,5242126,St Peter's RC School,Listening and Talking,73.97260274
"P1, P4 & P7 combined",Aberdeen City,5242126,St Peter's RC School,Reading,76.71232877
"P1, P4 & P7 combined",Aberdeen City,5242126,St Peter's RC School,Writing,72.60273973
"P1, P4 & P7 combined",Aberdeen City,5242126,St Peter's RC School,Numeracy,75.34246575
"P1, P4 & P7 combined",Aberdeen City,5242223,Sunnybank School,Listening and Talking,77.86259542
"P1, P4 & P7 combined",Aberdeen City,5242223,Sunnybank School,Reading,64.88549618
"P1, P4 & P7 combined",Aberdeen City,5242223,Sunnybank School,Writing,58.77862595
"P1, P4 & P7 combined",Aberdeen City,5242223,Sunnybank School,Numeracy,70.22900763
"P1, P4 & P7 combined",Aberdeen City,5242428,Tullos School,Listening and Talking,81.29496403
"P1, P4 & P7 combined",Aberdeen City,5242428,Tullos School,Reading,64.74820144
"P1, P4 & P7 combined",Aberdeen City,5242428,Tullos School,Writing,67.62589928
"P1, P4 & P7 combined",Aberdeen City,5242428,Tullos School,Numeracy,64.02877698
"P1, P4 & P7 combined",Aberdeen City,5242827,Walker Road School,Listening and Talking,73.91304348
"P1, P4 & P7 combined",Aberdeen City,5242827,Walker Road School,Reading,67.39130435
"P1, P4 & P7 combined",Aberdeen City,5242827,Walker Road School,Writing,64.49275362
"P1, P4 & P7 combined",Aberdeen City,5242827,Walker Road School,Numeracy,67.39130435
"P1, P4 & P7 combined",Aberdeen City,5243122,Woodside School,Listening and Talking,70
"P1, P4 & P7 combined",Aberdeen City,5243122,Woodside School,Reading,62.5
"P1, P4 & P7 combined",Aberdeen City,5243122,Woodside School,Writing,55.83333333
"P1, P4 & P7 combined",Aberdeen City,5243122,Woodside School,Numeracy,60.83333333
S3,Aberdeen City,5243238,Harlaw Academy,Listening and Talking,86.59217877
S3,Aberdeen City,5243238,Harlaw Academy,Reading,85.47486034
S3,Aberdeen City,5243238,Harlaw Academy,Writing,85.47486034
S3,Aberdeen City,5243238,Harlaw Academy,Numeracy,95.53072626
S3,Aberdeen City,5243335,Dyce Academy,Listening and Talking,85.59322034
S3,Aberdeen City,5243335,Dyce Academy,Reading,83.89830508
S3,Aberdeen City,5243335,Dyce Academy,Writing,83.05084746
S3,Aberdeen City,5243335,Dyce Academy,Numeracy,86.44067797
S3,Aberdeen City,5243432,Hazlehead Academy,Listening and Talking,91.01123596
S3,Aberdeen City,5243432,Hazlehead Academy,Reading,90.4494382
S3,Aberdeen City,5243432,Hazlehead Academy,Writing,91.57303371
S3,Aberdeen City,5243432,Hazlehead Academy,Numeracy,93.25842697
S3,Aberdeen City,5244234,Northfield Academy,Listening and Talking,73.05389222
S3,Aberdeen City,5244234,Northfield Academy,Reading,68.45238095
S3,Aberdeen City,5244234,Northfield Academy,Writing,61.07784431
S3,Aberdeen City,5244234,Northfield Academy,Numeracy,58.82352941
S3,Aberdeen City,5244439,Aberdeen Grammar School,Listening and Talking,93.88888889
S3,Aberdeen City,5244439,Aberdeen Grammar School,Reading,94.44444444
S3,Aberdeen City,5244439,Aberdeen Grammar School,Writing,92.22222222
S3,Aberdeen City,5244439,Aberdeen Grammar School,Numeracy,97-100%
"P1, P4 & P7 combined",Aberdeen City,5245923,Kaimhill Primary School,Listening and Talking,71.33757962
"P1, P4 & P7 combined",Aberdeen City,5245923,Kaimhill Primary School,Reading,69.42675159
"P1, P4 & P7 combined",Aberdeen City,5245923,Kaimhill Primary School,Writing,63.69426752
"P1, P4 & P7 combined",Aberdeen City,5245923,Kaimhill Primary School,Numeracy,64.96815287
"P1, P4 & P7 combined",Aberdeen City,5246024,Loirston School,Listening and Talking,89.57055215
"P1, P4 & P7 combined",Aberdeen City,5246024,Loirston School,Reading,81.59509202
"P1, P4 & P7 combined",Aberdeen City,5246024,Loirston School,Writing,75.4601227
"P1, P4 & P7 combined",Aberdeen City,5246024,Loirston School,Numeracy,85.27607362
"P1, P4 & P7 combined",Aberdeen City,5246121,Forehill School,Listening and Talking,94-100%
"P1, P4 & P7 combined",Aberdeen City,5246121,Forehill School,Reading,89.28571429
"P1, P4 & P7 combined",Aberdeen City,5246121,Forehill School,Writing,80.95238095
"P1, P4 & P7 combined",Aberdeen City,5246121,Forehill School,Numeracy,89.28571429
S3,Aberdeen City,5246237,Oldmachar Academy,Listening and Talking,96.59863946
S3,Aberdeen City,5246237,Oldmachar Academy,Reading,91.83673469
S3,Aberdeen City,5246237,Oldmachar Academy,Writing,97-100%
S3,Aberdeen City,5246237,Oldmachar Academy,Numeracy,96.59863946
"P1, P4 & P7 combined",Aberdeen City,5246326,Danestone Primary School,Listening and Talking,89.81481481
"P1, P4 & P7 combined",Aberdeen City,5246326,Danestone Primary School,Reading,83.33333333
"P1, P4 & P7 combined",Aberdeen City,5246326,Danestone Primary School,Writing,75
"P1, P4 & P7 combined",Aberdeen City,5246326,Danestone Primary School,Numeracy,84.25925926
"P1, P4 & P7 combined",Aberdeen City,5246423,Charleston School,Listening and Talking,93.57798165
"P1, P4 & P7 combined",Aberdeen City,5246423,Charleston School,Reading,77.98165138
"P1, P4 & P7 combined",Aberdeen City,5246423,Charleston School,Writing,73.39449541
"P1, P4 & P7 combined",Aberdeen City,5246423,Charleston School,Numeracy,80.73394495
S3,Aberdeen City,5246431,St Machar Academy,Listening and Talking,82.44680851
S3,Aberdeen City,5246431,St Machar Academy,Reading,84.04255319
S3,Aberdeen City,5246431,St Machar Academy,Writing,83.5106383
S3,Aberdeen City,5246431,St Machar Academy,Numeracy,84.57446809
"P1, P4 & P7 combined",Aberdeen City,5248922,Greenbrae School,Listening and Talking,75.34246575
"P1, P4 & P7 combined",Aberdeen City,5248922,Greenbrae School,Reading,77.39726027
"P1, P4 & P7 combined",Aberdeen City,5248922,Greenbrae School,Writing,69.8630137
"P1, P4 & P7 combined",Aberdeen City,5248922,Greenbrae School,Numeracy,76.02739726
"P1, P4 & P7 combined",Aberdeenshire,1003607,Hillside School,Listening and Talking,85
"P1, P4 & P7 combined",Aberdeenshire,1003607,Hillside School,Reading,83.33333333
"P1, P4 & P7 combined",Aberdeenshire,1003607,Hillside School,Writing,80
"P1, P4 & P7 combined",Aberdeenshire,1003607,Hillside School,Numeracy,82.77777778
"P1, P4 & P7 combined",Aberdeenshire,1003615,Midmill School,Listening and Talking,80
"P1, P4 & P7 combined",Aberdeenshire,1003615,Midmill School,Reading,80
"P1, P4 & P7 combined",Aberdeenshire,1003615,Midmill School,Writing,61.81818182
"P1, P4 & P7 combined",Aberdeenshire,1003615,Midmill School,Numeracy,67.27272727
"P1, P4 & P7 combined",Aberdeenshire,5210020,Lairhillock School,Listening and Talking,81.3559322
"P1, P4 & P7 combined",Aberdeenshire,5210020,Lairhillock School,Reading,86.44067797
"P1, P4 & P7 combined",Aberdeenshire,5210020,Lairhillock School,Writing,76.27118644
"P1, P4 & P7 combined",Aberdeenshire,5210020,Lairhillock School,Numeracy,88.13559322
"P1, P4 & P7 combined",Aberdeenshire,5212227,Aberchirder School,Listening and Talking,78.04878049
"P1, P4 & P7 combined",Aberdeenshire,5212227,Aberchirder School,Reading,43.90243902
"P1, P4 & P7 combined",Aberdeenshire,5212227,Aberchirder School,Writing,43.90243902
"P1, P4 & P7 combined",Aberdeenshire,5212227,Aberchirder School,Numeracy,48.7804878
"P1, P4 & P7 combined",Aberdeenshire,5212324,Banff Primary School,Listening and Talking,77.46478873
"P1, P4 & P7 combined",Aberdeenshire,5212324,Banff Primary School,Reading,69.71830986
"P1, P4 & P7 combined",Aberdeenshire,5212324,Banff Primary School,Writing,64.08450704
"P1, P4 & P7 combined",Aberdeenshire,5212324,Banff Primary School,Numeracy,75.35211268
"P1, P4 & P7 combined",Aberdeenshire,5212421,Bracoden School,Listening and Talking,[c]
"P1, P4 & P7 combined",Aberdeenshire,5212421,Bracoden School,Reading,[c]
"P1, P4 & P7 combined",Aberdeenshire,5212421,Bracoden School,Writing,[c]
"P1, P4 & P7 combined",Aberdeenshire,5212421,Bracoden School,Numeracy,[c]
"P1, P4 & P7 combined",Aberdeenshire,5212626,Fordyce School,Listening and Talking,79-100%
"P1, P4 & P7 combined",Aberdeenshire,5212626,Fordyce School,Reading,79-100%
"P1, P4 & P7 combined",Aberdeenshire,5212626,Fordyce School,Writing,79-100%
"P1, P4 & P7 combined",Aberdeenshire,5212626,Fordyce School,Numeracy,79-100%
"P1, P4 & P7 combined",Aberdeenshire,5212723,Macduff School,Listening and Talking,92.30769231
"P1, P4 & P7 combined",Aberdeenshire,5212723,Macduff School,Reading,83.76068376
"P1, P4 & P7 combined",Aberdeenshire,5212723,Macduff School,Writing,78.63247863
"P1, P4 & P7 combined",Aberdeenshire,5212723,Macduff School,Numeracy,88.88888889
"P1, P4 & P7 combined",Aberdeenshire,5212928,Ordiquhill School,Listening and Talking,76-100%
"P1, P4 & P7 combined",Aberdeenshire,5212928,Ordiquhill School,Reading,76-100%
"P1, P4 & P7 combined",Aberdeenshire,5212928,Ordiquhill School,Writing,76-100%
"P1, P4 & P7 combined",Aberdeenshire,5212928,Ordiquhill School,Numeracy,76-100%
"P1, P4 & P7 combined",Aberdeenshire,5213029,Portsoy School,Listening and Talking,87.93103448
"P1, P4 & P7 combined",Aberdeenshire,5213029,Portsoy School,Reading,82.75862069
"P1, P4 & P7 combined",Aberdeenshire,5213029,Portsoy School,Writing,82.75862069
"P1, P4 & P7 combined",Aberdeenshire,5213029,Portsoy School,Numeracy,70.68965517
"P1, P4 & P7 combined",Aberdeenshire,5213126,Whitehills School,Listening and Talking,88.67924528
"P1, P4 & P7 combined",Aberdeenshire,5213126,Whitehills School,Reading,73.58490566
"P1, P4 & P7 combined",Aberdeenshire,5213126,Whitehills School,Writing,69.81132075
"P1, P4 & P7 combined",Aberdeenshire,5213126,Whitehills School,Numeracy,88.67924528
S3,Aberdeenshire,5213231,Banff Academy,Listening and Talking,70.83333333
S3,Aberdeenshire,5213231,Banff Academy,Reading,68.45238095
S3,Aberdeenshire,5213231,Banff Academy,Writing,64.88095238
S3,Aberdeenshire,5213231,Banff Academy,Numeracy,67.26190476
"P1, P4 & P7 combined",Aberdeenshire,5215420,Auchnagatt School,Listening and Talking,78-100%
"P1, P4 & P7 combined",Aberdeenshire,5215420,Auchnagatt School,Reading,78.26086957
"P1, P4 & P7 combined",Aberdeenshire,5215420,Auchnagatt School,Writing,65.2173913
"P1, P4 & P7 combined",Aberdeenshire,5215420,Auchnagatt School,Numeracy,78.26086957
"P1, P4 & P7 combined",Aberdeenshire,5215528,Auchterless School,Listening and Talking,76-100%
"P1, P4 & P7 combined",Aberdeenshire,5215528,Auchterless School,Reading,76-100%
"P1, P4 & P7 combined",Aberdeenshire,5215528,Auchterless School,Writing,71.42857143
"P1, P4 & P7 combined",Aberdeenshire,5215528,Auchterless School,Numeracy,76-100%
"P1, P4 & P7 combined",Aberdeenshire,5215625,Boddam School,Listening and Talking,73.68421053
"P1, P4 & P7 combined",Aberdeenshire,5215625,Boddam School,Reading,56.14035088
"P1, P4 & P7 combined",Aberdeenshire,5215625,Boddam School,Writing,52.63157895
"P1, P4 & P7 combined",Aberdeenshire,5215625,Boddam School,Numeracy,66.66666667
"P1, P4 & P7 combined",Aberdeenshire,5215927,Buchanhaven School,Listening and Talking,91.97860963
"P1, P4 & P7 combined",Aberdeenshire,5215927,Buchanhaven School,Reading,80.21390374
"P1, P4 & P7 combined",Aberdeenshire,5215927,Buchanhaven School,Writing,80.21390374
"P1, P4 & P7 combined",Aberdeenshire,5215927,Buchanhaven School,Numeracy,81.28342246
"P1, P4 & P7 combined",Aberdeenshire,5216028,Burnhaven School,Listening and Talking,48.38709677
"P1, P4 & P7 combined",Aberdeenshire,5216028,Burnhaven School,Reading,48.38709677
"P1, P4 & P7 combined",Aberdeenshire,5216028,Burnhaven School,Writing,48.38709677
"P1, P4 & P7 combined",Aberdeenshire,5216028,Burnhaven School,Numeracy,54.83870968
"P1, P4 & P7 combined",Aberdeenshire,5216125,Crimond School,Listening and Talking,85.29411765
"P1, P4 & P7 combined",Aberdeenshire,5216125,Crimond School,Reading,73.52941176
"P1, P4 & P7 combined",Aberdeenshire,5216125,Crimond School,Writing,76.47058824
"P1, P4 & P7 combined",Aberdeenshire,5216125,Crimond School,Numeracy,76.47058824
"P1, P4 & P7 combined",Aberdeenshire,5216222,Crudie School,Listening and Talking,[c]
"P1, P4 & P7 combined",Aberdeenshire,5216222,Crudie School,Reading,[c]
"P1, P4 & P7 combined",Aberdeenshire,5216222,Crudie School,Writing,[c]
"P1, P4 & P7 combined",Aberdeenshire,5216222,Crudie School,Numeracy,[c]
"P1, P4 & P7 combined",Aberdeenshire,5216427,Fetterangus School,Listening and Talking,79-100%
"P1, P4 & P7 combined",Aberdeenshire,5216427,Fetterangus School,Reading,79-100%
"P1, P4 & P7 combined",Aberdeenshire,5216427,Fetterangus School,Writing,79.16666667
"P1, P4 & P7 combined",Aberdeenshire,5216427,Fetterangus School,Numeracy,79-100%
"P1, P4 & P7 combined",Aberdeenshire,5216524,Fintry School,Listening and Talking,[c]
"P1, P4 & P7 combined",Aberdeenshire,5216524,Fintry School,Reading,[c]
"P1, P4 & P7 combined",Aberdeenshire,5216524,Fintry School,Writing,[c]
"P1, P4 & P7 combined",Aberdeenshire,5216524,Fintry School,Numeracy,[c]
