School_Number,School_Name,LA_Code,Local_Authority,Sector,Governance,WM_Code,Welsh_Medium_Type,School_Type,Religious_Character,Address1,Address2,Address3,Address4,Postcode,Phone_Number,Pupils,fsm_3yr_pct,pupil_teacher_ratio,attendance_pct,school_budget_per_pupil,capped9_points,literacy_points,numeracy_points,science_points,welsh_bacc_points,estyn_report_url
6732185,DINAS POWYS PRIMARY SCHOOL,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cardiff Road,Dinas Powys,,,CF64 4JU,02920512151,477,,,,,,,,,,
6732186,Ysgol Y Ddraig,673,The Vale of Glamorgan,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ham Lane East,Llantwit Major,,,CF61 1TQ,01446792368,275,,,,,,,,,,
6733037,ST NICHOLAS C/W PRIMARY SCHOOL,673,The Vale of Glamorgan,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales,St Nicholas,Cardiff,,,CF5 6SG,01446760239,133,,,,,,,,,,
6733047,PETERSTON-SUPER-ELY PRIMARY,673,The Vale of Glamorgan,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Heol Llanbedr,Peterston Super Ely,Cardiff,,CF5 6LP,01446760328,151,,,,,,,,,,
6733057,GWENFO C/W PRIMARY SCHOOL,673,The Vale of Glamorgan,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Old Port Road,Wenvoe,Cardiff,,CF5 6AN,02920593225,240,,,,,,,,,,
6733320,St Brides C W Primary School,673,The Vale of Glamorgan,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Heol yr Ysgol,St Brides Major,Bridgend,Vale of Glamorgan,CF32 0TB,01656880477,227,,,,,,,,,,
6733321,Wick and Marcross C/W Primary,673,The Vale of Glamorgan,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Church Street,Wick,Cowbridge,,CF71 7QE,01656890253,147,,,,,,,,,,
6733363,PENDOYLAN C/W PRIMARY SCHOOL,673,The Vale of Glamorgan,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Pendoylan,Nr. Cowbridge,Vale of Glamorgan,,CF71 7UJ,01446760272,215,,,,,,,,,,
6733364,ST ANDREW'S C/W PRIMARY SCHOOL,673,The Vale of Glamorgan,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,St Andrew's Road,Dinas Powys,Vale of Glamorgan,,CF64 4HB,02920513089,234,,,,,,,,,,
6733365,LLANSANNOR C/W PRIMARY SCHOOL,673,The Vale of Glamorgan,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Llansannor,Ystradowen,Cowbridge,,CF71 7SZ,01443223545,230,,,,,,,,,,
6733367,ST DAVID'S CHURCH-IN-WALES,673,The Vale of Glamorgan,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Colwinston,Vale of Glamorgan,,,CF71 7NL,01656656447,204,,,,,,,,,,
6733368,ST. JOSEPH'S RC PRIMARY SCHOOL,673,The Vale of Glamorgan,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Sully Road,Penarth,,,CF64 2TQ,02920702864,212,,,,,,,,,,
6733372,ALL SAINTS CW PRIMARY SCHOOL,673,The Vale of Glamorgan,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Plas Cleddau (Off Severn Road),Cwm Talwg,Barry,Vale of Glamorgan,CF62 7FG,01446745726,221,,,,,,,,,,
6733373,St Helen's Catholic Primary School,673,The Vale of Glamorgan,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Maes-Y-Cwm Street,,,Barry,CF63 4EH,01446700034,334,,,,,,,,,,
6734060,LLANTWIT MAJOR SCHOOL,673,The Vale of Glamorgan,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Ham Lane East,Llantwit Major,Vale of Glamorgan,,CF61 1TQ,01446793301,1001,,,,,,,,,,
6734067,St Cyres Comprehensive School,673,The Vale of Glamorgan,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,St Cyres Road,Penarth,The Vale of Glamorgan,,CF64 2XP,02920708708,1217,,,,,,,,,,
6734068,Whitmore High School,673,The Vale of Glamorgan,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Port Road West,,Barry,Vale of Glamorgan,CF62 8ZJ,01446411411,1063,,,,,,,,,,
6734069,Pencoedtre High School,673,The Vale of Glamorgan,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Merthyr Dyfan Road,,Barry,Vale of Glamorgan,CF62 9YQ,01446403500,1096,,,,,,,,,,
6734612,St Richard Gwyn Catholic High School,673,The Vale of Glamorgan,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-16),Roman Catholic,Argae Lane,Barry,Vale of Glamorgan,,CF63 1BL,01446729250,815,,,,,,,,,,
6735400,Stanwell School,673,The Vale of Glamorgan,Secondary,Foundation,EM,English medium,Secondary (ages 11-19),---,Archer Road,Penarth,The Vale of Glamorgan,,CF64 2XL,02920707633,1939,,,,,,,,,,
6735500,YSGOL GYMRAEG BRO MORGANNWG,673,The Vale of Glamorgan,Middle,Community,WM,Welsh medium,Middle (ages 3-19),---,Heol Colcot,Barry,,,CF62 8YU,01446450280,1452,,,,,,,,,,
6735501,COWBRIDGE SCHOOL,673,The Vale of Glamorgan,Middle,Community,EM,English medium,Middle (ages 3-19),Not available,Cowbridge Comprehensive School,,Cowbridge Comprehensive School,Cowbridge,CF71 7EN,01446772311,1509,,,,,,,,,,
6737024,Ysgol Y Deri,673,The Vale of Glamorgan,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Sully Road,Penarth,,,CF64 2TP,02920352280,501,,,,,,,,,,
6742044,PENDERYN PRIMARY,674,Rhondda Cynon Taf,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Pontprenllwyd,Penderyn,Aberdare,,CF44 9JW,01685811259,168,,,,,,,,,,
6742045,OAKLANDS PRIMARY SCHOOL,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maes Y Deri,The Oaklands,Aberaman,Aberdare,CF44 6TF,01685882577,205,,,,,,,,,,
6742052,Alaw Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Egypt Street,Trealaw,Tonypandy,Rhondda Cynon Taf,CF40 2UU,01443432350,167,,,,,,,,,,
6742053,ABERNANT COUNTY PRIMARY,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Richmond Terrace,Abernant,Aberdare,,CF44 0SF,01685871597,105,,,,,,,,,,
6742061,Brynnau Primary,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,William Street,"Brynna, Llanharan",Pontyclun,,CF72 9QJ,01443237828,251,,,,,,,,,,
6742066,COEDPENMAEN COUNTY PRIMARY,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---, Coedpenmaen Close,Pontypridd,Rhondda Cynon Taf,,CF37 4LE,01443486828,266,,,,,,,,,,
6742069,BODRINGALLT PRIMARY SCHOOL.,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bodringallt Terrace,Ystrad,Pentre,,CF41 7QE,01443434292,84,,,,,,,,,,
6742070,BLAENGWAWR PRIMARY,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gwawr Street,Aberaman,Aberdare,Rhondda Cynon Taf,CF44 6YP,01685871064,233,,,,,,,,,,
6742072,Coedylan Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Tyfica Road,Graigwen,Pontypridd,,CF37 2DB,01443486829,150,,,,,,,,,,
6742077,Caegarw Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Troed Y Rhiw Road,Caegarw,Mountain Ash,Rhondda Cynon Taf,CF45 4BH,01443473730,158,,,,,,,,,,
6742079,Cwmlai Primary,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Penygarreg Road,Tonyrefail,Porth,,CF39 8AS,01443670356,427,,,,,,,,,,
6742083,DOLAU PRIMARY,674,Rhondda Cynon Taf,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Bridgend Road,Llanharan,Pontyclun,Rhondda Cynon Taf,CF72 9RP,01443237830,532,,,,,,,,,,
6742084,Capcoch Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Street,Abercwmboi,Aberdare,Rhondda Cynon Taf,CF44 6AD,01443472746,152,,,,,,,,,,
6742093,Caradog Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Clifton Street,Aberdare,,,CF44 7PB,01685 874715,199,,,,,,,,,,
6742102,Ffynnon Taf Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cardiff Road,Taffs Well,Cardiff,Rhondda Cynon Taf,CF15 7PR,02920810452,170,,,,,,,,,,
6742112,DARRAN PARK PRIMARY,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Brook Street,Ferndale,Rhondda Cynon Taf,,CF43 4LE,01443730450,339,,,,,,,,,,
6742118,LLANILLTUD FAERDREF PRIMARY,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,St Illtyd's Road,Church Village,Pontypridd,,CF38 1DB,01443204626,173,,,,,,,,,,
6742119,GELLI PRIMARY SCHOOL,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ystrad Road,Ystrad,Pentre,,CF41 7PX,01443435311,207,,,,,,,,,,
6742124,Llantrisant Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Coed-Yr-Esgob,Llantrisant,Pontyclun,,CF72 8EL,01443237829,131,,,,,,,,,,
6742127,Hafod Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Wayne Street,Trehafod,Pontypridd,,CF37 2NL,01443682234,107,,,,,,,,,,
6742130,MAES-Y-COED PRIMARY SCHOOL,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lanwern Road,Maes-Y-Coed,Pontypridd,,CF37 1EQ,01443486835,282,,,,,,,,,,
6742134,CWMDAR COUNTY PRIMARY SCHOOL,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,The Square,Cwmdare,Aberdare,Rhondda Cynon Taf,CF44 8UA,01685871198,269,,,,,,,,,,
6742137,PARCLEWIS PRIMARY SCHOOL,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Broadway,Pontypridd,,,CF37 1BE,01443486836,282,,,,,,,,,,
6742142,Llanharan Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llwyn Brain Terrace,Llanharan,Pontyclun,,CF72 9PW,01443237831,153,,,,,,,,,,
6742143,LLWYNYPIA PRIMARY SCHOOL,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Terrace,Llwynypia,Tonypandy,,CF40 2HL,01443432354,201,,,,,,,,,,
6742144,DARRENLAS PRIMARY SCHOOL,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Kingcraft Street,Darrenlas,Mountain Ash,,CF45 3LT,01443473291,222,,,,,,,,,,
6742151,LLANHARI PRIMARY,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Aelfryn,Llanharry,Pontyclun,,CF72 9LQ,01443237832,169,,,,,,,,,,
6742160,Pontyclun Primary,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Palalwyf Avenue,Pontyclun,,,CF72 9EG,01443237833,416,,,,,,,,,,
6742161,PARC PRIMARY SCHOOL,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Tallis Street,Cwmparc,Treorchy,,CF42 6LY,01443776601,224,,,,,,,,,,
6742170,HIRWAUN PRIMARY SCHOOL,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Glannant Street,Hirwaun,Aberdare,,CF44 9NF,01685811619,275,,,,,,,,,,
6742180,LLWYDCOED PRIMARY SCHOOL,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Corner House Street,Llwydcoed,Aberdare,Rhondda Cynon Taf,CF44 0YA,01685871110,128,,,,,,,,,,
6742182,Trallwng Infants School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,Nursery & Infants,---,Bonvilston Road,Trallwn,Pontypridd,,CF37 4RD,01443486842,74,,,,,,,,,,
6742192,PENGEULAN PRIMARY,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Penrhiwceiber Road,Miskin,Mountain Ash,,CF45 3UW,01443473365,132,,,,,,,,,,
6742196,Pontrhondda Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,Infants & Juniors,---,Pontrhondda Road,Llwynypia,Tonypandy,,CF40 2SZ,01443433004,125,,,,,,,,,,
6742199,Trehopcyn Primary,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Plymouth Road,Hopkinstown,Pontypridd,,CF37 2RH,01443486844,103,,,,,,,,,,
6742200,PONTYGWAITH PRIMARY SCHOOL,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Graig Street,Pontygwaith,Ferndale,,CF43 3LY,01443730471,158,,,,,,,,,,
6742206,TREROBART PRIMARY SCHOOL,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Crawshay Street,Ynysybwl,Pontypridd,,CF37 3EF,01443790233,182,,,,,,,,,,
6742218,Perthcelyn Community Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Glamorgan Street,Perthcelyn,Mountain Ash,,CF45 3RJ,01443473296,115,,,,,,,,,,
6742222,TON PENTRE JUNIOR SCHOOL,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,Juniors,---,Bailey Street,Ton Pentre,Pentre,Rhondda Cynon Taf,CF41 7EL,01443435436,179,,,,,,,,,,
6742225,Craig yr Hesg Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cefn Lane,Glyncoch,Pontypridd,,CF37 3BP,01443486830,151,,,,,,,,,,
6742228,Llwyn-crwn Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llwyn-Crwn Road,Beddau,Pontypridd,,CF38 2BE,01443203557,304,,,,,,,,,,
6742229,Ton Pentre Infants,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,Nursery & Infants,---,School Street,Ton Pentre,Rhondda Cynon Taf,,CF41 7LS,01443435438,141,,,,,,,,,,
6742235,Y.G.G.ABERDAR,674,Rhondda Cynon Taf,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Laburnam Drive,Cwmdar,Aberdar,Rhondda Cynon Taf,CF44 8RT,01685872939,432,,,,,,,,,,
6742243,TREALAW COUNTY PRIMARY SCHOOL,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Miskin Road,Trealaw,Tonypandy,Rhondda Cynon Taf,CF40 2QW,01443432217,129,,,,,,,,,,
6742244,Glenboi Community Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Abercwmboi Isaf Road,Glenboi,Mountain Ash,,CF45 3DW,01443473747,146,,,,,,,,,,
6742247,Cefn Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Greenfield Avenue,Glyncoch,Pontypridd,Rhondda Cynon Taf,CF37 3BD,01443400815,146,,,,,,,,,,
6742251,TREORCHY PRIMARY,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Glyncoli Road,Treorchy,Rhondda,,CF42 6SA,01443773084,429,,,,,,,,,,
6742258,WILLIAMSTOWN PRIMARY,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Dinas Isaf West,Williamstown,Tonypandy,Rhondda Cynon Taf,CF40 1AG,01443432186,318,,,,,,,,,,
6742263,Maesybryn Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lancaster Drive,Crown Hill,Llantwit Fadre,Pontypridd,CF38 2NS,01443202928,333,,,,,,,,,,
6742264,TYLORSTOWN PRIMARY SCHOOL,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Edmund Street,Tylorstown,Ferndale Rhondda,,CF43 3HH,01443730396,126,,,,,,,,,,
6742269,Tref-y-Rhyg Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---, The Avenue, Tonyrefail, Porth,,CF39 8PR,01443670306,91,,,,,,,,,,
6742272,Ysgol Gynradd Gymraeg Tonyrefail,674,Rhondda Cynon Taf,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Martin Crescent,Porth,Rhondda Cynon Taf,,CF39 8NT,01443670319,199,,,,,,,,,,
6742276,Penygawsi Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llys Derwen,Llantrisant,Pontyclun,,CF72 8PZ,01443237834,217,,,,,,,,,,
6742284,YSGOL GYMRAEG LLWYNCELYN,674,Rhondda Cynon Taf,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Y Grug,Llwyncelyn,Porth,,CF39 9TL,01443562220,345,,,,,,,,,,
6742287,YSGOL GYNRADD GYMRAEG YNYSWEN,674,Rhondda Cynon Taf,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Clinic Road,Ynyswen,Treorci,Rhondda Cynon Taf,CF42 6ED,01443772432,229,,,,,,,,,,
6742306,Tonysguboriau Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Stuart Terrace,Talbot Green,Pontyclun,,CF72 8AA,01443237836,248,,,,,,,,,,
6742351,Y. G. G. G. Llantrisant,674,Rhondda Cynon Taf,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Cefn Yr Hendy,Miskin,Pontyclun,,CF72 8TL,01443237837,224,,,,,,,,,,
6742356,YSGOL GYMRAEG BODRINGALLT,674,Rhondda Cynon Taf,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Bryn Terrace,Ystrad,Pentre,Rhondda Cynon Taf,CF41 7RX,01443434096,131,,,,,,,,,,
6742359,Y.G.G. CASTELLAU,674,Rhondda Cynon Taf,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Castellau,Beddau,Pontypridd,Rhondda Cynon Taf,CF38 2AA,01443562206,250,,,,,,,,,,
6742361,Y.G.G. Llyn-y-Forwyn,674,Rhondda Cynon Taf,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,YSGOL GYNRADD GYMRAEG LLYN Y FORWYN,MAERDY INDUSTRIAL ESTAT,FERNDALE,RHONDDA CYNON TAF,CF43 4AB,01443730278,166,,,,,,,,,,
6742362,YSGOL GYMRAEG EVAN JAMES,674,Rhondda Cynon Taf,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Y Rhondda,Pontypridd,Rhondda Cynon Taf,,CF37 1HF,01443486813,308,,,,,,,,,,
6742364,Ysgol Gymraeg Abercynon,674,Rhondda Cynon Taf,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Greenfield Terrace,Glancynon,Abercynon,Rhondda Cynon Taf,CF45 4TH,01443 740239,272,,,,,,,,,,
6742365,YGG BRONLLWYN School,674,Rhondda Cynon Taf,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Colwyn Road,Gelli,Rhondda Cynon Taf,,CF41 7NW,01443435294,233,,,,,,,,,,
6742367,MISKIN PRIMARY,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,York Street,Miskin,Mountain Ash,,CF45 3BG,01443476426,103,,,,,,,,,,
6742369,Penpych Community Primary Scho,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Blaenrhondda Road,Ty Newydd,Treherbert,Rhondda,CF42 5SD,01443771434,172,,,,,,,,,,
6742370,Hendreforgan Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hendreforgan,Gilfach Goch,,,CF39 8UH,01443672394,250,,,,,,,,,,
6742371,Penyrenglyn Primary,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Baglan Street,Treherbert,Treorchy,,CF42 5AW,01443772433,186,,,,,,,,,,
6742372,Penywaun Community School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Coed Glas,Penywaun,Aberdare,,CF44 9DR,01685661005,191,,,,,,,,,,
6742373,Penrhys Community Primary,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Penrhys,Tylorstown,Ferndale,,CF43 3PL,01443730037,99,,,,,,,,,,
6742374,Gwaunmeisgyn Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Woodland Road,Beddau,Pontypridd,,CF38 2SE,01443203079,350,,,,,,,,,,
6742375,Gwauncelyn Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Deg,Tonteg,Pontypridd,,CF38 1EU,01443562210,388,,,,,,,,,,
6742376,Penrhiwceibr Primary,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Church Street,Penrhiwceibr,Mountain Ash,,CF45 3YD,01443472247,127,,,,,,,,,,
6742378,Ynyshir Community Primary,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanwonno Road,Ynyshir,Porth,Rhondda Cynon Taf,CF39 0HU,01443685208,227,,,,,,,,,,
6742380,Cwmclydach Community Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Wern Street,Clydach Vale,Tonypandy,,CF40 2BQ,01443433005,185,,,,,,,,,,
6742381,Aberdare Park Primary,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hirwaun Road,Trecynon,Aberdare,Mid Glamorgan,CF44 8LU,01685874026,267,,,,,,,,,,
6742382,Maerdy Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Graig Wen,Ferndale,,,CF43 4TW,01443755227,307,,,,,,,,,,
6742383,Cwmbach Community Primary,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llangorse Road,Cwmbach,Aberdare,,CF44 0HS,01685876115,259,,,,,,,,,,
6742384,Ynysboeth Community Primary,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ynysboeth,Matthewstown,Mountain Ash,,CF45 4LJ,01443749040,142,,,,,,,,,,
6742385,Abercynon Primary,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ynysmeurig Road,Abercynon,Mountain Ash,,CF45 4SU,01443743060,339,,,,,,,,,,
6742386,Cymmer Primary,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,High Street,Cymmer,Rhondda Cynon Taf,,CF39 9HA,01443570020,207,,,,,,,,,,
6742387,Cwmaman Primary School,674,Rhondda Cynon Taf,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Glanaman Road,,Cwmaman,Aberdare,CF44 6LA,01685661001,205,,,,,,,,,,
6742388,Ysgol Gynradd Gymraeg Awel Taf,674,Rhondda Cynon Taf,Primary,Not Applicable,WM,Welsh medium,"Nursery, Infants & Juniors",Not available,Ysgol Gynradd Gymraeg Awel Taf,Holly Street,Rhydyfelin Pontypridd,Rhondda Cynon Taf,CF37 5DB,,,,,,,,,,,,
